,location,longitude,latitude,property_type,price,host_response_time,host_response_rate,cancellation_policy,review_scores_rating
11451,Fort Greene,-73.97528025,40.68528376,Apartment,175,3,1.0,4,97.0
11452,Fort Greene,-73.97455055,40.68578747,Apartment,80,2,1.0,3,90.0
11453,Fort Greene,-73.97167071,40.68779633,Apartment,90,3,1.0,4,80.0
11454,Fort Greene,-73.97699532,40.68915932,Apartment,175,2,1.0,3,96.0
11455,Fort Greene,-73.97473812,40.68559526,Apartment,125,3,1.0,5,96.0
11456,Fort Greene,-73.97163385,40.68632905,Apartment,180,3,1.0,3,80.0
11457,Fort Greene,-73.97228702,40.69133908,Apartment,102,3,1.0,4,100.0
11458,Fort Greene,-73.97202938,40.69141916,Apartment,70,4,1.0,3,100.0
11459,Fort Greene,-73.97421218,40.69117475,Apartment,215,3,1.0,3,96.0
11460,Fort Greene,-73.97606265,40.68833098,House,350,3,1.0,3,100.0
11461,Fort Greene,-73.97048502,40.68979095,Apartment,120,3,1.0,3,95.0
11462,Fort Greene,-73.97315593,40.68929532,Apartment,300,2,0.9,4,95.0
11463,Fort Greene,-73.97545238,40.68764297,Apartment,142,3,1.0,4,100.0
11464,Fort Greene,-73.97332357,40.69079793,Apartment,145,1,0.0,3,100.0
11465,Fort Greene,-73.97067781,40.68943581,Apartment,115,2,1.0,4,90.0
11466,Fort Greene,-73.97874214,40.6873983,Apartment,61,2,0.9,3,94.0
11467,Fort Greene,-73.979025,40.6903308,Apartment,114,4,1.0,3,90.0
11468,Fort Greene,-73.98107477,40.69017702,Apartment,175,3,1.0,4,90.0
11469,Fort Greene,-73.97902099,40.6877331,Apartment,240,2,0.7,4,90.0
11470,Fort Greene,-73.97824473,40.68696911,Apartment,160,3,1.0,3,100.0
11471,Fort Greene,-73.97846682,40.69027037,Apartment,160,3,0.8,3,97.0
11472,Fort Greene,-73.9716774,40.68444669,Apartment,95,4,1.0,4,99.0
11473,Fort Greene,-73.97506456,40.68391292,Apartment,116,3,1.0,5,100.0
11474,Fort Greene,-73.96973266,40.6845401,Townhouse,100,3,1.0,3,96.0
11475,Fort Greene,-73.98235034,40.69382439,Apartment,134,4,1.0,4,99.0
11476,Fort Greene,-73.97309937,40.69714577,Apartment,63,2,0.8,3,100.0
11477,Fort Greene,-73.98074473,40.69368932,Apartment,120,4,1.0,4,95.0
11478,Fort Greene,-73.97075999,40.69773533,House,75,4,1.0,4,90.0
11479,Fort Greene,-73.97401223,40.69300986,Apartment,60,4,1.0,5,91.0
11480,Fort Greene,-73.97133626,40.69381148,Apartment,72,3,1.0,3,90.0
11481,Fort Greene,-73.97675697,40.69777678,Apartment,135,4,1.0,4,93.0
11482,Fort Greene,-73.97543707,40.69751349,Apartment,100,4,0.88,5,90.0
11483,Fort Greene,-73.97278707,40.69210124,Apartment,150,3,1.0,3,100.0
11484,Fort Greene,-73.97112228,40.69510078,Apartment,325,4,1.0,3,100.0
11485,Fort Greene,-73.97257598,40.69020903,Apartment,116,1,0.4,3,83.0
11486,Fort Greene,-73.97495621,40.6873617,Apartment,150,4,1.0,4,91.0
11487,Fort Greene,-73.97076115,40.69371217,Apartment,135,2,0.6,4,100.0
11488,Fort Greene,-73.97375219,40.69663651,Apartment,65,4,1.0,5,100.0
11489,Fort Greene,-73.97235133,40.69272012,Apartment,80,2,1.0,4,100.0
11490,Fort Greene,-73.97904131,40.68791661,House,210,4,1.0,3,97.0
11491,Fort Greene,-73.96991303,40.68954201,Apartment,220,4,1.0,3,89.0
11492,Fort Greene,-73.97166308,40.69454002,Apartment,63,2,0.9,4,93.0
11493,Fort Greene,-73.97154084,40.68525793,Apartment,99,3,0.9,3,88.0
11494,Fort Greene,-73.97264317,40.69015148,Apartment,275,4,0.83,3,96.0
11495,Fort Greene,-73.96956884,40.68927488,Apartment,400,4,1.0,3,93.0
11496,Fort Greene,-73.97267278,40.69320444,Apartment,85,4,1.0,3,97.0
11497,Fort Greene,-73.97181309,40.68870615,House,68,4,1.0,3,97.0
11498,Fort Greene,-73.97138461,40.6921806,Apartment,100,3,1.0,3,85.0
11499,Fort Greene,-73.97419431,40.69604496,Apartment,50,3,1.0,4,87.0
11500,Fort Greene,-73.97130988,40.69415298,Apartment,100,3,1.0,3,98.0
11501,Fort Greene,-73.97465106,40.68466971,Apartment,100,4,1.0,3,96.0
11502,Fort Greene,-73.96886446,40.68546945,Apartment,180,2,1.0,4,99.0
11503,Fort Greene,-73.97550935,40.6879233,Apartment,3200,3,1.0,3,100.0
11504,Fort Greene,-73.97050966,40.68601823,Apartment,120,4,1.0,3,100.0
11505,Fort Greene,-73.97018889,40.68610669,Apartment,117,4,1.0,4,95.0
11506,Fort Greene,-73.97337452,40.6925963,House,103,4,1.0,3,96.0
11507,Fort Greene,-73.97371015,40.68543616,House,225,4,1.0,5,94.0
11508,Fort Greene,-73.96950782,40.68652475,Guest suite,115,4,1.0,5,100.0
11509,Fort Greene,-73.97072632,40.69111869,Apartment,85,4,1.0,3,92.0
11510,Fort Greene,-73.97073421,40.6855653,House,45,4,1.0,4,100.0
11511,Fort Greene,-73.97575267,40.6870317,Apartment,67,2,0.7,5,100.0
11512,Fort Greene,-73.98014554,40.68887261,Serviced apartment,100,2,0.7,4,96.0
11513,Fort Greene,-73.97167415,40.68551683,Apartment,149,4,1.0,5,100.0
11514,Fort Greene,-73.97745401,40.68800268,Apartment,75,2,1.0,3,98.0
11515,Fort Greene,-73.97693867,40.68836896,Apartment,190,2,0.8,4,95.0
11516,Fort Greene,-73.97346834,40.69014448,House,495,3,1.0,3,95.0
11517,Fort Greene,-73.97752482,40.69056448,Apartment,175,4,1.0,3,96.0
11518,Fort Greene,-73.97257551,40.69170471,Townhouse,100,4,1.0,3,91.0
11519,Fort Greene,-73.97234676,40.68312185,Apartment,60,3,1.0,4,100.0
11520,Fort Greene,-73.9804209,40.69388584,Apartment,425,2,0.75,4,100.0
11521,Fort Greene,-73.97588288,40.68758848,Apartment,185,2,0.8,4,97.0
11522,Fort Greene,-73.97331934,40.68838395,Apartment,173,4,1.0,5,97.0
11523,Fort Greene,-73.97456139,40.68963533,Apartment,140,2,0.9,3,84.0
11524,Fort Greene,-73.97008676,40.69265241,Apartment,225,4,1.0,4,91.0
11525,Fort Greene,-73.97724368,40.68910637,House,150,3,1.0,4,80.0
11526,Fort Greene,-73.97092683,40.68936735,Apartment,140,3,1.0,3,80.0
11527,Fort Greene,-73.97812324,40.69739667,Apartment,60,2,0.57,3,100.0
11528,Fort Greene,-73.97601634,40.68662354,Apartment,90,4,1.0,3,95.0
11529,Fort Greene,-73.96975609,40.68902479,Apartment,250,2,0.57,3,89.0
11530,Fort Greene,-73.97490286,40.68769292,Apartment,99,3,1.0,3,100.0
11531,Fort Greene,-73.97061392,40.69275823,Apartment,205,2,1.0,5,100.0
11532,Fort Greene,-73.97192375,40.69075031,Apartment,128,4,1.0,3,89.0
11533,Fort Greene,-73.97283536,40.68890978,Apartment,95,4,1.0,3,97.0
11534,Fort Greene,-73.97474081,40.68919877,Apartment,120,3,1.0,4,99.0
11535,Fort Greene,-73.97375764,40.69142449,Apartment,80,4,1.0,3,94.0
11536,Fort Greene,-73.97363139,40.68506194,Townhouse,126,3,1.0,3,95.0
11537,Fort Greene,-73.9797184,40.69096734,Apartment,165,2,1.0,4,98.0
11538,Fort Greene,-73.97300406,40.69400877,Apartment,62,4,1.0,5,100.0
11539,Fort Greene,-73.97249424,40.68813965,Apartment,245,4,1.0,3,98.0
11540,Fort Greene,-73.97619325,40.68966813,Apartment,110,3,1.0,4,98.0
11541,Fort Greene,-73.97285678,40.69503038,Apartment,175,3,1.0,4,96.0
11542,Fort Greene,-73.97221349,40.69170967,Apartment,80,2,1.0,4,89.0
11543,Fort Greene,-73.97306863,40.69087704,House,95,4,1.0,3,91.0
11544,Fort Greene,-73.97747576,40.68761892,Apartment,125,3,1.0,5,100.0
11545,Fort Greene,-73.9713675,40.69766622,Apartment,65,2,1.0,4,100.0
11546,Fort Greene,-73.97875263,40.68834495,Townhouse,100,2,1.0,4,98.0
11547,Fort Greene,-73.97576487,40.69014051,Apartment,150,3,0.9,3,87.0
11548,Fort Greene,-73.97476578,40.69669513,Apartment,80,4,1.0,4,99.0
11549,Fort Greene,-73.97228598,40.68662738,Apartment,105,1,0.0,5,60.0
11550,Fort Greene,-73.98228471,40.69489321,Apartment,200,4,1.0,4,80.0
11551,Fort Greene,-73.98085174,40.69388337,Apartment,150,2,1.0,5,97.0
11552,Fort Greene,-73.979885,40.69098149,Apartment,160,2,1.0,3,95.0
11553,Fort Greene,-73.97670249,40.68859209,Apartment,150,3,1.0,4,97.0
11554,Fort Greene,-73.97101458,40.69592819,Townhouse,62,4,1.0,5,100.0
11555,Fort Greene,-73.97286659,40.68793324,House,124,4,1.0,4,93.0
11556,Fort Greene,-73.97451454,40.69655725,Apartment,63,2,0.8,4,80.0
11557,Fort Greene,-73.96915818,40.68815754,Apartment,99,2,1.0,3,94.0
11558,Fort Greene,-73.97084626,40.68641274,Apartment,76,3,0.9,3,94.0
11559,Fort Greene,-73.9725378,40.68841784,Apartment,149,4,1.0,4,80.0
11560,Fort Greene,-73.97615751,40.68725805,Apartment,129,3,1.0,5,100.0
11561,Fort Greene,-73.9744446,40.68804955,Apartment,120,3,1.0,3,97.0
11562,Fort Greene,-73.97621561,40.6966967,Apartment,80,2,0.8,4,100.0
11563,Fort Greene,-73.97256218,40.69168565,Apartment,125,3,1.0,4,100.0
11564,Fort Greene,-73.97045818,40.6909276,Townhouse,186,2,0.9,3,94.0
11565,Fort Greene,-73.97742528,40.69704754,House,175,2,0.8,4,93.0
11566,Fort Greene,-73.97837346,40.68766145,Apartment,100,3,1.0,5,100.0
11567,Fort Greene,-73.98031457,40.69217326,Apartment,238,4,1.0,4,82.0
11568,Fort Greene,-73.97897109,40.68906204,Apartment,88,4,1.0,4,95.0
11569,Fort Greene,-73.97438981,40.69653426,Apartment,136,3,1.0,5,100.0
11570,Fort Greene,-73.96995018,40.68728748,House,225,3,0.9,3,80.0
11571,Fort Greene,-73.97296231,40.69634104,Apartment,88,2,1.0,4,91.0
11572,Fort Greene,-73.97611262,40.68561268,Apartment,50,4,1.0,3,96.0
11573,Fort Greene,-73.98208363,40.69310096,Apartment,100,2,1.0,5,98.0
11574,Fort Greene,-73.96960479,40.68504042,Townhouse,160,3,1.0,3,98.0
11575,Fort Greene,-73.96952292,40.68805196,Apartment,150,4,1.0,3,93.0
11576,Fort Greene,-73.97584869,40.69632007,Apartment,175,2,0.6,3,97.0
11577,Fort Greene,-73.97068008,40.69248619,Apartment,225,2,0.67,3,90.0
11578,Fort Greene,-73.97113312,40.69098447,House,110,4,1.0,3,93.0
11579,Fort Greene,-73.9717442,40.69700632,Townhouse,214,3,0.98,3,93.0
11580,Fort Greene,-73.97478545,40.68756261,Apartment,220,4,1.0,4,97.0
11581,Fort Greene,-73.9731157,40.69101097,House,44,4,1.0,3,100.0
11582,Fort Greene,-73.97065953,40.69724288,House,45,4,1.0,4,100.0
11583,Fort Greene,-73.97165918,40.69571069,Apartment,91,3,1.0,3,90.0
11584,Fort Greene,-73.9681094,40.68295122,Apartment,165,2,1.0,3,98.0
11585,Fort Greene,-73.9697708,40.69196061,Apartment,499,4,1.0,3,95.0
11586,Fort Greene,-73.97237093,40.6915578,Apartment,120,4,1.0,5,100.0
11587,Fort Greene,-73.97028785,40.69292583,Apartment,62,4,1.0,4,100.0
11588,Fort Greene,-73.97131077,40.68520791,Apartment,150,4,1.0,4,89.0
11589,Fort Greene,-73.97384942,40.68857305,Apartment,150,3,1.0,3,99.0
11590,Fort Greene,-73.96992702,40.69286403,Apartment,100,4,1.0,4,97.0
11591,Fort Greene,-73.97110424,40.69353195,Apartment,130,4,1.0,4,97.0
11592,Fort Greene,-73.97153187,40.69689003,Townhouse,80,3,0.98,3,80.0
11593,Fort Greene,-73.97516531,40.68604845,Apartment,75,2,1.0,4,100.0
11594,Fort Greene,-73.97383025,40.68969862,Apartment,150,4,1.0,4,96.0
11595,Fort Greene,-73.97713289,40.68675318,House,499,3,1.0,3,98.0
11596,Fort Greene,-73.98034141,40.69530344,Apartment,120,2,0.7,5,96.0
11597,Fort Greene,-73.97360035,40.68835456,Townhouse,120,4,1.0,3,99.0
11598,Fort Greene,-73.97549352,40.68830824,Apartment,200,4,1.0,3,90.0
11599,Fort Greene,-73.97767605,40.68981206,House,316,3,0.9,4,94.0
11600,Fort Greene,-73.97126339,40.69494179,Apartment,160,4,1.0,4,94.0
11601,Fort Greene,-73.97470085,40.68743546,Apartment,275,3,1.0,4,96.0
11602,Fort Greene,-73.97148399,40.68681297,Apartment,75,2,0.5,3,100.0
11603,Fort Greene,-73.97466649,40.68948089,Apartment,100,2,0.6,5,89.0
11604,Fort Greene,-73.97053622,40.69072887,Apartment,60,4,1.0,3,87.0
11605,Fort Greene,-73.9766913,40.68863788,Apartment,85,2,1.0,3,97.0
11606,Fort Greene,-73.9719465,40.69062653,House,65,4,1.0,3,100.0
11607,Fort Greene,-73.97073354,40.68764672,Apartment,157,4,1.0,4,100.0
11608,Fort Greene,-73.97046625,40.69116635,Apartment,180,4,1.0,3,93.0
11609,Fort Greene,-73.97337846,40.68495177,Apartment,199,4,1.0,3,92.0
11610,Fort Greene,-73.97026809,40.69080214,Apartment,225,3,1.0,5,100.0
11611,Fort Greene,-73.97852517,40.68914295,Apartment,300,2,0.67,3,100.0
11612,Fort Greene,-73.97251766,40.69662447,Apartment,75,4,1.0,4,95.0
11613,Fort Greene,-73.968971,40.68723009,House,450,2,0.86,5,100.0
11614,Fort Greene,-73.97450706,40.68530749,Apartment,75,4,0.94,4,94.0
11615,Fort Greene,-73.96980816,40.6868301,Apartment,285,3,0.9,3,94.0
11616,Fort Greene,-73.97451977,40.68814484,Apartment,150,4,1.0,3,100.0
11617,Fort Greene,-73.97096986,40.68697509,Apartment,165,3,0.9,3,98.0
11618,Fort Greene,-73.96939862,40.6848145,Apartment,275,4,1.0,3,100.0
11619,Fort Greene,-73.96973242,40.68619681,Apartment,175,4,1.0,5,90.0
11620,Fort Greene,-73.97855329,40.6899588,House,450,2,0.7,3,96.0
11621,Fort Greene,-73.97367433,40.69106534,Townhouse,800,4,1.0,4,100.0
11622,Fort Greene,-73.97143037,40.69250437,Apartment,154,4,1.0,4,92.0
11623,Fort Greene,-73.9744876,40.69276567,Apartment,170,4,1.0,5,90.0
11624,Fort Greene,-73.97154252,40.69752361,Townhouse,82,3,0.98,3,80.0
11625,Fort Greene,-73.97016479,40.68585325,Apartment,250,3,1.0,3,97.0
11626,Fort Greene,-73.97352167,40.69692,Apartment,108,4,0.9,5,100.0
11627,Fort Greene,-73.97485157,40.68908631,Apartment,120,2,1.0,4,99.0
11628,Fort Greene,-73.97369785,40.69099859,House,200,4,1.0,4,97.0
11629,Fort Greene,-73.97431223,40.69353314,Apartment,350,4,1.0,5,100.0
11630,Fort Greene,-73.97578058,40.6880852,Townhouse,120,2,0.67,3,40.0
11631,Fort Greene,-73.9711703,40.6828688,Apartment,130,2,1.0,3,100.0
11632,Fort Greene,-73.97583859,40.69673095,Apartment,120,3,0.83,4,100.0
11633,Fort Greene,-73.9769114,40.68863466,Apartment,78,4,1.0,3,97.0
11634,Fort Greene,-73.97327257,40.68982777,Apartment,125,3,1.0,3,90.0
11635,Fort Greene,-73.97348755,40.68695951,Apartment,120,3,1.0,3,100.0
11636,Fort Greene,-73.97093445,40.69268821,Apartment,180,4,1.0,5,100.0
11637,Fort Greene,-73.97406811,40.69206711,Apartment,70,2,1.0,3,94.0
11638,Fort Greene,-73.97218027,40.69197003,Apartment,115,3,1.0,4,86.0
11639,Fort Greene,-73.9814973,40.69057709,Apartment,200,2,1.0,5,100.0
11640,Fort Greene,-73.98089464,40.69421688,Apartment,160,4,1.0,4,100.0
11641,Fort Greene,-73.97031379,40.69116551,Apartment,265,1,0.38,4,97.0
11642,Fort Greene,-73.97269206,40.68586468,Apartment,150,2,0.8,4,100.0
11643,Fort Greene,-73.9699323,40.69005115,Apartment,170,4,1.0,3,100.0
11644,Fort Greene,-73.9716912,40.6896514,Apartment,220,2,1.0,3,90.0
11645,Fort Greene,-73.97023234,40.68999645,Apartment,80,2,1.0,5,100.0
11646,Fort Greene,-73.97520579,40.6872857,House,40,2,0.67,3,93.0
11647,Fort Greene,-73.97449983,40.68730873,Apartment,165,2,0.75,3,93.0
11648,Fort Greene,-73.97322144,40.69338231,Apartment,110,2,1.0,5,91.0
11649,Fort Greene,-73.9692961,40.68561579,House,165,3,0.9,3,98.0
11650,Fort Greene,-73.97196388,40.68937757,Apartment,95,4,1.0,3,80.0
11651,Fort Greene,-73.97474362,40.68919318,Apartment,225,4,1.0,3,98.0
11652,Fort Greene,-73.9748615,40.6849944,Apartment,75,3,1.0,3,100.0
11653,Fort Greene,-73.97132441,40.69485593,Apartment,175,4,1.0,4,98.0
11654,Fort Greene,-73.96926447,40.68417927,Apartment,355,2,1.0,3,93.0
11655,Fort Greene,-73.97578943,40.68815869,Apartment,100,4,1.0,5,100.0
11656,Fort Greene,-73.97362675,40.68679572,Apartment,90,4,0.9,3,80.0
11657,Fort Greene,-73.97484124,40.687397,Apartment,275,3,1.0,3,96.0
11658,Fort Greene,-73.97465355,40.68541086,Apartment,95,4,1.0,5,90.0
11659,Fort Greene,-73.97356009,40.69104954,Apartment,130,2,0.8,3,94.0
11660,Fort Greene,-73.97506257,40.68701762,Apartment,149,4,1.0,4,96.0
11661,Fort Greene,-73.97145941,40.69133509,Apartment,125,3,0.9,4,85.0
11662,Fort Greene,-73.97881233,40.686279,Apartment,45,2,0.67,3,97.0
11663,Fort Greene,-73.97923305,40.68674789,Apartment,185,4,1.0,3,96.0
11664,Fort Greene,-73.97100284,40.68740663,Apartment,225,2,1.0,3,96.0
11665,Fort Greene,-73.97184549,40.69168544,House,215,4,1.0,4,96.0
11666,Fort Greene,-73.97316077,40.68973814,Apartment,169,4,1.0,3,98.0
11667,Fort Greene,-73.97054123,40.68661493,Apartment,225,2,1.0,4,97.0
11668,Fort Greene,-73.97597628,40.68625699,Apartment,170,3,1.0,4,96.0
11669,Fort Greene,-73.97125147,40.68737436,Apartment,130,2,1.0,4,90.0
11670,Fort Greene,-73.96961635,40.68669969,Apartment,79,3,1.0,4,96.0
11671,Fort Greene,-73.9710819,40.69328605,Condominium,200,3,1.0,5,100.0
11672,Fort Greene,-73.97230209,40.69309685,Condominium,250,4,1.0,4,100.0
11673,Fort Greene,-73.97464058,40.68860899,Apartment,250,4,0.9,3,94.0
11674,Fort Greene,-73.97419906,40.68503367,Apartment,129,4,1.0,3,94.0
11675,Fort Hamilton,-74.03030265,40.62203414,Apartment,87,4,1.0,3,96.0
11676,Fort Hamilton,-74.03195147,40.61805881,Apartment,169,4,1.0,3,92.0
11677,Fort Hamilton,-74.03187713,40.61824711,House,65,4,1.0,3,94.0
11678,Fort Hamilton,-74.02737937,40.62220816,House,45,3,0.9,5,96.0
11679,Fort Hamilton,-74.03519145,40.6219472,Apartment,60,2,0.89,4,87.0
11680,Fort Hamilton,-74.03912259,40.6192277,Apartment,35,3,0.92,4,100.0
11681,Fort Hamilton,-74.03255231,40.61985271,Apartment,55,3,1.0,3,99.0
11682,Fort Hamilton,-74.03180741,40.61999104,Apartment,33,3,1.0,3,100.0
11683,Fort Hamilton,-74.03282065,40.6179032,Apartment,40,4,1.0,5,100.0
11684,Fort Hamilton,-74.03605172,40.61772062,Apartment,90,4,1.0,3,90.0
11685,Fort Hamilton,-74.0297444,40.61444331,Apartment,185,3,1.0,4,100.0
11686,Fort Hamilton,-74.02988625,40.62267278,Apartment,120,3,1.0,4,100.0
11687,Fort Hamilton,-74.03337882,40.61529511,Condominium,125,3,1.0,4,100.0
11688,Fort Hamilton,-74.04021494,40.62039184,Apartment,79,3,1.0,4,93.0
11689,Fort Hamilton,-74.03630635,40.61641265,Apartment,55,4,1.0,4,98.0
11690,Fort Hamilton,-74.03131902,40.61937139,House,95,4,1.0,3,97.0
11691,Fort Hamilton,-74.03226715,40.61838097,House,65,4,1.0,3,92.0
11692,Fort Hamilton,-74.03022664,40.62168328,Apartment,121,3,1.0,3,85.0
11693,Fort Hamilton,-74.0347074,40.61155517,Apartment,79,4,1.0,4,96.0
11694,Fort Hamilton,-74.03046684,40.61819354,House,55,4,1.0,3,98.0
11695,Fort Hamilton,-74.03712966,40.62241323,Apartment,49,4,1.0,3,86.0
11696,Fort Hamilton,-74.03512517,40.6169612,Apartment,53,4,1.0,5,100.0
11697,Fort Hamilton,-74.03625869,40.6145981,Apartment,31,3,1.0,3,93.0
11698,Fort Hamilton,-74.03286532,40.61923249,Apartment,71,4,1.0,5,89.0
11699,Fort Hamilton,-74.02934324,40.62200811,House,60,2,1.0,4,100.0
11700,Fort Hamilton,-74.03594826,40.61768714,Apartment,35,4,1.0,3,98.0
11701,Fort Hamilton,-74.03378199,40.61633502,Apartment,135,3,0.9,4,90.0
11702,Fort Hamilton,-74.03930076,40.62007682,Apartment,75,3,1.0,4,89.0
11703,Fresh Meadows,-73.7935166,40.73179093,House,49,4,1.0,4,97.0
11704,Fresh Meadows,-73.7924088,40.73850195,House,60,4,1.0,5,96.0
11705,Fresh Meadows,-73.7870714,40.74226618,Apartment,90,4,1.0,3,87.0
11706,Fresh Meadows,-73.78263755,40.74763404,House,99,3,1.0,5,99.0
11707,Fresh Meadows,-73.78891318,40.73858989,House,60,3,0.8,3,100.0
11708,Fresh Meadows,-73.79322036,40.7331786,House,35,4,1.0,4,99.0
11709,Fresh Meadows,-73.78749466,40.74271172,House,94,4,1.0,3,93.0
11710,Fresh Meadows,-73.78713252,40.74193149,House,300,4,1.0,3,100.0
11711,Fresh Meadows,-73.78820819,40.74202293,House,40,4,1.0,3,93.0
11712,Fresh Meadows,-73.78815322,40.7499717,House,130,4,1.0,4,96.0
11713,Fresh Meadows,-73.79365619,40.73275248,House,35,4,1.0,4,94.0
11714,Fresh Meadows,-73.78737076,40.74266828,House,100,4,1.0,3,93.0
11715,Fresh Meadows,-73.79183677,40.73861624,House,50,4,1.0,5,97.0
11716,Fresh Meadows,-73.7857943,40.73119716,House,375,3,1.0,3,95.0
11717,Fresh Meadows,-73.78074417,40.75219205,House,75,2,1.0,5,100.0
11718,Fresh Meadows,-73.78506233,40.74688808,House,80,4,1.0,3,97.0
11719,Fresh Meadows,-73.7896156,40.74295407,House,45,4,1.0,3,88.0
11720,Gramercy,-73.98449251,40.73318498,Apartment,120,4,1.0,3,97.0
11721,Gramercy,-73.98295865,40.73254016,Apartment,219,4,0.93,3,85.0
11722,Gramercy,-73.98297146,40.73191013,Apartment,190,4,1.0,3,91.0
11723,Gramercy,-73.98296784,40.73729183,Apartment,99,4,1.0,3,90.0
11724,Gramercy,-73.98588032,40.73883924,Apartment,99,3,1.0,3,95.0
11725,Gramercy,-73.9844125,40.73584571,Apartment,0,4,1.0,5,100.0
11726,Gramercy,-73.98408168,40.73384496,Apartment,225,3,1.0,3,100.0
11727,Gramercy,-73.98568541,40.73401636,Apartment,99,2,0.6,5,100.0
11728,Gramercy,-73.98434326,40.73639431,Apartment,175,3,1.0,4,93.0
11729,Gramercy,-73.98573375,40.73710907,Apartment,250,2,1.0,4,95.0
11730,Gramercy,-73.98448599,40.73894307,Apartment,325,2,1.0,3,96.0
11731,Gramercy,-73.98654607,40.73492554,Apartment,130,2,1.0,3,89.0
11732,Gramercy,-73.98635323,40.73482205,Apartment,375,3,1.0,3,96.0
11733,Gramercy,-73.98485714,40.73687324,Apartment,221,4,0.94,4,96.0
11734,Gramercy,-73.9854896,40.73490141,Apartment,130,2,1.0,3,95.0
11735,Gramercy,-73.98519891,40.73803715,Apartment,110,2,1.0,5,100.0
11736,Gramercy,-73.98131282,40.73637076,Apartment,85,4,1.0,3,97.0
11737,Gramercy,-73.98199126,40.73699869,Apartment,62,4,1.0,4,95.0
11738,Gramercy,-73.98067551,40.73749728,Apartment,175,4,0.9,3,91.0
11739,Gramercy,-73.98224028,40.73743384,Apartment,205,4,1.0,5,82.0
11740,Gramercy,-73.98146637,40.73521363,Townhouse,160,4,1.0,4,100.0
11741,Gramercy,-73.9802478,40.73736299,Apartment,160,4,1.0,3,84.0
11742,Gramercy,-73.98077318,40.7359574,Apartment,180,3,1.0,3,98.0
11743,Gramercy,-73.98169011,40.73707124,Apartment,115,4,1.0,5,92.0
11744,Gramercy,-73.97942668,40.73603834,Apartment,150,3,1.0,3,91.0
11745,Gramercy,-73.98234756,40.73651053,Apartment,115,4,0.9,4,97.0
11746,Gramercy,-73.98225911,40.73571259,Apartment,225,2,1.0,3,96.0
11747,Gramercy,-73.97952945,40.73618924,Apartment,195,2,0.93,3,100.0
11748,Gramercy,-73.98241329,40.73328283,Apartment,155,4,1.0,3,100.0
11749,Gramercy,-73.98954122,40.73827824,Other,175,3,1.0,5,100.0
11750,Gramercy,-73.98722481,40.73463793,Apartment,260,4,1.0,5,90.0
11751,Gramercy,-73.98971635,40.73629182,Apartment,520,4,1.0,3,98.0
11752,Gramercy,-73.98854527,40.73593076,Loft,1100,4,1.0,3,99.0
11753,Gramercy,-73.98773095,40.73658834,Apartment,196,2,1.0,3,99.0
11754,Gramercy,-73.98393248,40.73535743,Apartment,250,2,0.89,3,89.0
11755,Gramercy,-73.98229047,40.73331002,Apartment,63,1,0.25,3,80.0
11756,Gramercy,-73.98765548,40.73457821,Apartment,189,3,1.0,3,95.0
11757,Gramercy,-73.99027265,40.73607187,House,420,4,1.0,3,96.0
11758,Gramercy,-73.98450775,40.73689025,Apartment,185,2,0.5,4,94.0
11759,Gramercy,-73.98372635,40.7384493,Apartment,200,2,1.0,4,97.0
11760,Gramercy,-73.98537924,40.73439592,Apartment,400,4,1.0,3,93.0
11761,Gramercy,-73.97894881,40.73661896,Apartment,134,3,1.0,4,100.0
11762,Gramercy,-73.98896247,40.73547634,Apartment,275,3,1.0,4,98.0
11763,Gramercy,-73.98302625,40.73158224,Apartment,140,2,0.75,4,95.0
11764,Gramercy,-73.98679889,40.73697688,Apartment,185,4,1.0,3,98.0
11765,Gramercy,-73.98162711,40.73408118,Apartment,225,3,1.0,4,100.0
11766,Gramercy,-73.98985061,40.73711112,Loft,220,2,1.0,4,96.0
11767,Gramercy,-73.98186859,40.73806513,Apartment,155,3,1.0,3,100.0
11768,Gramercy,-73.98218903,40.73741631,Apartment,249,3,1.0,3,100.0
11769,Gramercy,-73.98267452,40.73859032,Apartment,150,4,1.0,4,100.0
11770,Gramercy,-73.9873476,40.73571519,Apartment,210,2,1.0,4,86.0
11771,Gramercy,-73.98805572,40.73686622,Apartment,125,2,1.0,5,82.0
11772,Gramercy,-73.98399748,40.73337255,Apartment,109,4,1.0,4,92.0
11773,Gramercy,-73.98548287,40.73389984,Apartment,200,3,0.98,3,70.0
11774,Gramercy,-73.98028413,40.73680739,Apartment,185,2,1.0,4,86.0
11775,Gramercy,-73.98271757,40.73170017,Apartment,99,4,1.0,3,96.0
11776,Gramercy,-73.98551647,40.73390904,Apartment,150,1,0.29,3,100.0
11777,Gramercy,-73.98620454,40.73402001,Apartment,90,3,0.9,3,87.0
11778,Gramercy,-73.98170573,40.73358018,Apartment,125,3,1.0,3,90.0
11779,Gramercy,-73.98176895,40.73679293,Apartment,225,4,1.0,3,85.0
11780,Gramercy,-73.98942304,40.73610066,Townhouse,389,4,1.0,3,92.0
11781,Gramercy,-73.98159807,40.7366487,Apartment,125,2,0.5,3,100.0
11782,Gramercy,-73.98335025,40.73857292,Condominium,335,4,1.0,3,90.0
11783,Gramercy,-73.98934631,40.73694295,Apartment,59,3,1.0,3,94.0
11784,Gramercy,-73.97994613,40.73736637,Apartment,89,4,1.0,3,92.0
